,cc01-20covid1,cc01-20covid2,cc03-19covid,cc01-20mock2,cc01-20mock1,cc03-19mock1
AC091045.2,6,5,2,0,1,2
UBE2Q2P11,0,0,0,0,1,0
AC051619.5,0,43,57,143,146,9
AC027020.1,0,1,1,3,10,1
AP001150.1,0,0,1,0,0,0
AC087477.5,0,0,0,0,0,1
AC060809.1,0,0,0,2,0,0
AC021739.4,0,0,0,4,1,0
AC013452.2,0,0,3,3,5,0
AC027808.1,0,0,0,0,0,0
CYCSP2,0,0,0,0,0,0
AC021483.1,1,0,0,0,0,0
HNRNPA1P74,0,0,0,0,0,0
AC048382.4,0,0,0,1,1,0
AC140725.1,0,4,4,12,7,0
AC084882.1,0,0,0,0,0,0
AC067863.1,0,0,0,0,0,0
AC090971.4,1,1,5,8,8,0
HMGN1P26,0,0,0,0,0,0
MESTP2,0,0,0,0,0,0
AC020687.1,0,0,0,0,0,0
AC079075.1,0,0,0,0,0,0
AC090607.2,3,9,42,25,23,14
AC025430.1,0,0,4,5,1,0
AC009554.1,0,1,10,6,1,0
KRT8P23,1,0,0,1,0,0
AC013489.2,0,0,0,0,0,0
AC243562.1,0,0,0,0,0,0
BLID,0,14,0,7,8,0
LINC01491,0,0,0,0,0,0
NMNAT1P5,0,0,0,0,0,0
AC012404.2,0,0,0,0,0,1
CERNA1,9,18,14,28,34,6
AC087762.1,2,1,0,0,0,0
AC023908.2,0,0,0,1,0,0
TYRO3P,0,4,0,0,0,0
AC026523.1,0,0,0,0,0,0
AC015712.2,187,195,977,200,136,182
AC021755.2,1,5,14,9,9,1
RBM17P4,4,2,1,2,4,1
AC015712.3,0,0,0,0,0,0
AC114546.2,0,0,0,1,0,0
AC012050.1,0,0,0,0,0,0
AC073167.1,0,0,0,0,0,0
LINC02244,0,0,0,0,3,0
AC022898.1,0,0,0,4,1,0
PRELID1P4,0,0,0,5,1,1
MTND5P40,0,0,0,0,0,0
AC023034.1,0,0,0,0,0,0
AC025043.1,1,1,1,0,0,0
AC116158.2,0,0,0,0,0,0
AC066616.2,0,0,0,0,0,0
AC092079.1,0,0,0,2,0,0
AC091073.2,0,0,0,0,0,0
AC016595.1,0,12,8,5,15,9
AC015712.4,0,0,4,6,0,0
AC074212.1,12,21,66,87,75,19
AC108449.3,17,14,12,43,28,2
AC104229.1,0,0,0,0,0,0
AC027807.1,0,2,0,0,0,0
LINC01582,0,0,0,0,0,0
EEF1A1P22,4,1,6,5,7,2
AC087477.6,0,0,0,0,0,0
AC013391.1,0,0,0,0,0,0
AC104574.2,0,0,0,5,1,0
AC020661.3,2,1,5,11,2,6
AC010867.1,1,0,0,0,0,0
AC016987.1,0,0,0,0,0,0
AC069029.1,0,1,0,0,0,1
AC026956.1,0,0,0,0,0,0
AC125257.1,53,123,96,63,23,57
AC009269.3,0,0,0,0,0,0
MTND3P12,0,0,0,0,0,0
AC079328.2,0,0,0,0,0,0
AC007000.4,0,3,24,10,8,0
AC104046.1,2,3,0,1,3,3
AC104316.2,1,0,1,1,0,0
AC090971.5,2,6,4,0,1,0
UBE2Q2P8,0,0,0,0,0,0
AC100830.1,0,0,1,1,2,5
AC016987.2,0,0,0,0,0,0
DNM1P38,0,0,0,0,0,0
AC021351.1,1,1,0,0,1,0
ST20-AS1,347,372,332,264,330,314
AC022613.3,4,6,22,7,11,5
AC027237.6,0,0,0,0,0,0
AC140725.2,0,0,0,0,0,0
AC111152.2,1,6,1,0,1,1
AL132640.3,0,0,0,0,0,0
AC027808.2,0,0,1,5,2,0
AC068397.2,0,0,0,0,0,0
MTCO3P23,0,0,0,0,0,0
AC090181.1,0,0,0,0,0,0
AC115102.1,0,0,0,3,5,0
AC090825.2,0,0,0,0,0,2
AC013452.3,0,1,0,1,3,0
PIGHP1,11,25,48,40,44,11
AC027559.1,0,0,3,26,13,1
AC009996.1,0,4,3,13,12,1
DNM1P47,7,0,27,86,56,2
AC068831.5,54,40,32,76,43,0
AC010478.1,0,1,7,11,19,1
LINC02254,0,0,1,1,0,1
AC021231.3,0,0,3,0,0,0
LINGO1-AS1,0,0,0,0,6,0
AC066613.1,0,3,1,6,3,0
AC084759.2,0,0,0,0,1,0
AC012379.1,0,0,0,0,0,0
MTCYBP23,0,0,0,0,0,0
AC087612.1,0,0,0,0,0,0
IQCH-AS1,134,133,105,131,217,42
AC092868.2,1,0,0,3,0,0
AC018618.1,0,0,0,0,0,0
AC103982.1,1,0,0,0,0,0
AC027176.2,2,7,23,3,16,11
AC066613.2,0,0,0,0,0,0
AC136428.1,0,0,0,0,0,0
AC090527.2,0,0,0,1,0,0
AC091231.2,0,0,8,2,1,0
AC243562.2,0,2,2,6,6,4
AC084756.1,0,0,0,0,0,0
IDH2-DT,0,0,0,1,0,0
HNRNPA1P71,0,0,0,4,0,0
LINC01220,6,1,5,15,8,1
AC019288.1,0,0,0,0,0,0
AC107980.1,0,0,0,2,0,0
FKBP1AP2,0,0,0,0,0,0
AC104041.1,7,8,12,24,31,0
AC136698.1,0,0,0,1,1,0
AC090164.1,0,0,0,0,0,0
AC104759.1,0,0,1,1,0,0
AC126323.2,0,0,0,0,0,0
FAM30C,0,0,0,0,0,0
HMGB1P8,49,69,57,48,45,59
AC012379.2,0,0,0,0,0,0
AC020891.3,0,0,1,0,0,0
AC024337.1,6,13,7,3,6,11
AC124248.1,4,5,7,36,9,7
AC084757.3,0,0,0,0,0,0
HSP90B2P,4,9,12,10,22,9
AC105339.4,2,2,1,0,0,0
AC090607.3,0,0,0,0,0,0
AC023906.4,0,1,1,0,9,0
NUTF2P6,1,0,0,0,2,0
AC106738.1,0,0,6,2,1,3
AC023906.5,2,0,7,4,8,2
AC013391.2,0,0,0,0,0,0
AC022087.1,0,9,0,0,0,0
LINC00677,0,0,0,0,0,0
LINC02284,0,0,0,0,0,0
AC009562.1,0,0,0,0,0,0
AC090877.2,0,7,6,5,0,8
AC087465.1,0,0,0,0,0,0
AL354993.2,0,0,0,1,0,2
LINC01581,0,0,0,0,0,0
AC106738.2,5,1,4,15,14,1
CSPG4P11,27,65,79,95,192,57
AC103740.2,0,2,0,4,0,5
LINC00933,17,15,31,25,37,36
AC092078.1,0,0,0,0,0,0
AC022929.1,0,0,0,0,0,0
AC092757.2,0,1,3,0,1,1
AC012229.1,0,0,0,0,0,0
AC092868.3,0,6,3,3,3,3
CRTC3-AS1,0,7,10,11,10,2
AC087516.2,0,0,0,0,0,0
ZNF444P1,2,6,11,3,6,32
AC009558.2,0,0,0,0,0,0
AC090888.3,0,0,0,0,0,0
AC068714.1,0,0,0,0,0,0
AC009269.4,0,0,5,0,0,0
HSPE1P3,16,7,10,10,16,12
NCAPGP2,0,0,0,0,0,0
AC092868.4,0,0,0,0,0,1
AC018868.2,0,0,0,0,0,0
AC068234.1,16,35,138,76,41,0
AC092078.2,0,8,0,12,3,2
AC090907.2,0,0,0,0,1,0
AC100839.2,0,0,0,0,0,0
AC091891.1,3,2,7,5,4,0
AC007907.1,0,0,0,0,0,0
AC015660.2,0,0,0,0,1,0
AC078905.1,0,0,0,1,0,0
AC021739.5,1,0,0,0,0,0
LINC02157,0,0,0,3,2,0
PCSK6-AS1,0,0,0,0,1,0
AC022558.1,0,1,1,9,1,0
AC004943.2,236,305,132,228,369,122
AC127381.1,0,0,0,0,0,0
AC015871.1,0,2,0,0,0,0
AC092756.1,0,3,7,1,1,2
AC012236.1,30,33,6,54,72,7
AC012100.2,0,0,0,4,1,0
AC243562.3,8,3,7,14,17,1
AL138976.2,3,5,6,4,3,1
AC093426.1,0,0,0,0,0,0
LINC01922,0,0,0,0,0,0
AC009065.2,0,0,0,11,5,0
HMGB1P6,52,138,137,82,104,175
AC008915.2,1,2,1,3,11,2
LINC02259,2,0,0,0,0,0
AC093525.1,0,10,0,0,0,0
LINC02109,0,0,0,1,0,0
AL596325.1,0,1,2,0,0,0
AL096869.3,0,0,0,0,1,0
ANP32BP1,0,1,0,1,0,0
AC092325.1,0,0,0,1,0,0
AC104758.1,2,0,0,0,9,0
AC013726.2,3,1,4,0,1,0
AC020978.1,0,0,1,1,1,0
AC138625.1,4,2,3,1,0,0
AC145350.1,0,0,0,0,0,0
AC012640.4,45,33,53,41,49,41
SLC22A31,11761,12176,7895,15416,17907,6940
AC027682.1,4,1,4,3,1,1
AC022558.2,0,0,1,4,1,0
AC009093.1,17,19,47,79,29,169
AC002519.1,0,0,0,4,1,0
AC138028.3,0,0,0,0,0,0
AC102941.1,0,0,0,0,0,0
LINC02769,0,0,0,0,0,0
AC087565.1,0,0,0,0,0,0
AL606760.3,1,0,5,3,5,1
AC018767.1,0,0,0,0,0,0
AC083843.3,14,37,101,40,47,13
AC018845.1,1,0,0,0,0,0
AC140878.1,0,0,0,0,0,0
LYPD8,0,0,0,0,0,0
AC072061.1,11,20,33,16,33,7
AC026461.1,0,2,0,0,0,0
AL355596.1,9,8,5,26,23,3
LINC00567,0,0,0,2,0,0
CYP4A26P,0,0,0,0,0,0
AC138625.2,0,1,0,0,0,0
AL365361.1,7,1,31,20,15,6
AGGF1P6,0,0,0,0,0,0
LINC01904,0,0,0,0,0,0
ELOCP2,0,0,0,0,0,0
Z97653.1,0,0,0,4,2,0
LINC01566,0,0,0,0,0,0
IGHV3OR16-16,0,0,0,0,0,0
AC007610.2,0,0,0,0,0,1
GNPATP,0,1,0,0,0,0
HERC2P10,0,0,2,4,0,0
AC092131.1,0,0,0,0,0,0
LINC02126,0,0,0,1,0,4
AC097374.1,4,8,14,4,14,2
VENTXP1,0,0,0,0,0,0
IGHV1OR16-2,0,0,0,0,0,0
AP005233.1,0,0,0,0,0,0
AC007749.1,0,0,0,0,0,0
RAB43P1,239,229,188,91,108,124
AC010266.1,0,0,0,0,0,0
AC026336.2,0,0,0,0,0,0
SH3RF3-AS1,22,15,74,21,22,87
AC018846.1,0,0,0,0,0,0
AL390728.6,180,264,379,391,460,131
AC007599.1,0,0,0,0,2,0
AC105411.1,0,0,0,1,1,0
AL163952.1,0,3,0,2,2,1
AL022344.1,0,0,11,0,2,0
AC024651.2,4,0,0,0,0,0
AC130456.1,0,2,1,0,1,0
AC009117.1,0,0,0,0,0,0
AC034105.2,0,0,0,0,0,0
AC010333.1,0,0,1,0,1,0
AC009113.1,67,109,86,153,196,36
AC126323.3,0,0,0,0,0,0
AC092384.2,10,13,57,13,4,5
AC142384.1,0,0,0,0,0,0
EHD4-AS1,1,1,7,4,0,5
NR4A1AS,31,26,1,22,0,119
FIGNL2-DT,0,0,0,0,0,0
AC093802.2,0,0,0,0,0,0
DNM1P50,0,0,0,0,0,0
AC107375.1,7,6,19,40,29,6
AC027139.1,0,0,0,0,0,0
AC106820.2,2,6,6,10,3,0
FRG2JP,0,0,0,0,0,0
AC010333.2,0,0,0,0,0,0
AC026464.1,0,0,0,0,0,0
ACTG1P15,0,1,0,0,0,0
PWRN1,0,1,2,15,2,1
AC120045.2,0,0,0,0,0,0
AC004817.2,0,0,2,0,0,0
AC100827.1,0,0,0,0,0,0
AC120498.1,0,0,0,0,0,0
AC023813.1,0,0,0,0,0,0
AC009063.1,0,1,0,0,0,0
AC017071.1,0,0,0,5,2,1
AL845331.2,0,0,0,0,0,0
HNRNPLP2,3,5,1,5,4,0
NDUFA5P11,0,4,0,9,3,0
AC007938.1,0,1,0,0,0,0
AC022819.1,6,0,4,22,46,7
AC023825.1,1,0,0,0,0,3
AC026461.2,0,0,0,0,0,0
AC011939.1,18,36,79,56,131,19
AC130456.2,60,62,75,48,81,5
AC007342.1,1,1,20,13,18,0
AC011840.2,2,0,0,0,0,0
AC010601.1,0,0,0,0,0,0
AC105036.1,2,0,0,2,1,0
AC051619.6,5,2,0,0,4,1
AC009065.3,13,9,14,9,12,14
AC142086.2,0,0,0,0,0,0
AC009754.1,0,0,4,1,2,1
AC023158.1,0,0,0,0,0,0
AC022167.1,11,43,58,73,76,0
AC109449.1,9,1,1,0,1,6
AC084782.1,0,0,0,0,0,0
AL050341.2,103,96,212,375,301,100
CDRT7,0,0,0,0,0,0
AC027682.2,0,0,0,0,0,0
BX005019.1,0,0,0,4,0,0
LINC02124,0,0,0,0,0,0
AC124068.1,0,0,1,17,47,0
AC034105.3,0,4,1,3,0,0
AC009133.2,135,114,132,49,104,153
AL138756.1,58,83,54,37,33,56
IL21R-AS1,0,2,0,0,0,0
AC008741.1,0,0,0,1,0,0
RBM15B,5838,5903,5650,3773,4172,4977
AC107068.1,12,35,49,60,41,16
AL354712.1,0,0,0,0,0,0
AC007342.2,0,0,0,0,0,0
AC007012.1,0,0,0,0,0,0
THSD4-AS1,5,3,0,2,0,0
AC137800.1,0,0,0,0,0,0
AC087761.1,0,0,0,0,0,0
AC093283.1,0,0,0,0,0,0
AL049838.1,0,0,0,2,0,0
AC099668.1,0,1,0,0,0,4
AC009120.2,70,44,172,221,183,69
LINC00261,406,487,187,383,416,146
AC093010.3,0,0,0,0,0,44
AL121578.2,0,0,0,2,0,0
MRPS21P8,0,0,0,0,1,0
VN1R68P,0,0,0,0,0,0
AF096876.1,0,0,0,0,0,0
CDC37P1,0,1,7,2,0,0
AC018845.2,0,0,0,0,0,0
AL928711.1,0,0,0,0,16,0
AC017100.1,34,40,35,20,22,37
AC103876.1,0,1,0,0,4,0
DUX4L46,0,0,0,0,0,0
AC135782.2,0,0,0,0,0,0
AC133561.2,0,0,0,0,0,0
AC025287.1,0,0,13,0,5,0
AC135731.1,0,0,0,0,0,0
AL353796.1,14,22,5,31,42,7
AC106729.1,0,0,0,0,0,0
RARRES2P8,0,0,0,0,0,0
IGHV1OR16-4,0,0,0,0,0,0
AL133279.3,0,0,0,0,0,0
AC009054.1,0,1,0,1,1,0
AL133338.1,61,88,137,78,91,39
TGFBR3L,10,24,20,50,57,23
AC018767.2,0,0,0,0,0,0
AC092138.1,0,0,0,0,0,0
AC027601.2,31,21,77,12,22,21
AC107871.1,68,79,141,82,162,51
AP001527.1,0,0,0,9,8,0
LINC02130,0,0,0,0,0,0
ZNF720P1,8,3,1,4,2,0
AC132938.2,0,0,0,1,0,0
AC007494.1,0,0,0,0,0,0
LSM3P5,0,0,0,0,0,1
AC010547.2,0,0,6,2,5,1
AC138811.1,0,1,0,0,0,0
AC040169.1,17,21,30,19,47,12
LINC01992,0,0,0,0,0,2
AC098934.4,0,0,0,11,4,0
AL031716.1,0,0,0,6,2,2
MRPS21P7,0,0,0,0,0,0
CRIM1-DT,5,4,10,4,7,3
LINC02189,0,0,10,0,2,1
HOXB7,27,18,88,39,74,144
AC007608.2,0,0,0,0,0,0
AC076968.1,0,0,0,0,0,0
RPL10P14,0,0,0,0,0,0
NORAD,2617,3093,2891,3038,3528,2431
AC023813.2,0,0,0,1,0,6
LCMT1-AS2,2,0,15,6,5,1
AC051619.7,0,1,0,0,0,0
AC013355.1,0,1,0,6,8,0
AC104938.1,0,0,6,0,1,1
AC009090.1,2,0,3,6,2,0
AC007495.1,0,0,0,0,0,0
AC025810.1,0,0,0,0,0,0
AL162632.3,0,1,6,2,0,2
BCAP31P2,0,0,0,0,0,3
IGHV1OR16-3,0,0,0,0,0,0
AL031600.1,29,18,62,18,22,9
AC023813.3,3,0,0,5,0,1
ABCB10P4,0,0,0,0,0,5
LINC01571,0,1,1,0,5,0
AC018767.3,0,0,0,0,0,0
AC092620.2,0,0,0,2,0,0
AC009088.1,2,0,5,0,8,1
GOLGA2P11,0,0,0,0,0,0
AL512408.1,12,3,18,19,18,19
AC092332.1,0,0,0,0,0,0
AC112176.1,1,0,0,0,0,0
MTND4LP25,0,0,0,0,0,0
AC009101.1,0,0,0,0,0,0
AC006960.4,0,2,2,0,0,0
AC012178.1,0,0,0,0,0,0
AC008938.1,0,0,1,1,0,0
AC023824.1,0,0,0,0,0,0
NSFP1,0,0,78,0,0,74
AC104794.3,17,64,60,86,77,33
AC007342.3,0,0,2,3,5,0
AF274858.1,15,13,6,37,13,7
AC106886.1,0,0,10,8,6,0
MIR762HG,44,43,64,68,73,20
AC126773.3,0,0,1,1,0,0
AC007611.1,9,3,18,7,8,7
PCMTD1P2,0,0,0,0,0,0
DDX59-AS1,1,0,4,7,5,21
ADAM3B,0,0,0,1,0,0
AC092435.3,0,0,0,0,0,0
AC093752.3,0,0,0,5,0,0
AC009163.3,1,10,4,6,27,1
AC034111.1,0,3,3,18,25,0
LINC00564,0,0,0,0,0,0
AC106820.3,0,1,2,9,15,0
DNM1P33,0,0,0,0,0,0
SPDYE6,18,6,21,23,36,16
AL512604.4,0,0,0,0,0,0
AC008074.2,17,12,22,18,19,24
LINC01070,0,0,0,0,0,0
AC012435.2,0,3,13,7,6,0
AC068338.1,0,0,0,0,0,0
AOC4P,1,0,0,0,0,2
AC005606.1,30,32,0,63,62,28
AC026464.2,0,0,0,0,0,0
AC135628.1,0,0,0,0,0,0
AC012184.1,0,0,0,0,0,0
AC008567.1,0,0,0,0,5,0
AC093249.1,0,0,0,0,0,0
AC012174.1,1,1,1,2,0,0
AL157700.1,0,0,0,5,1,1
AC104066.4,0,2,0,2,0,0
AC138028.4,33,36,104,42,28,32
AC068987.1,0,0,0,0,0,0
AC013565.1,0,0,0,0,0,0
AGBL1-AS1,2,2,0,10,8,6
AC136431.1,0,0,0,0,0,0
ULK4P2,3,5,3,11,13,1
LINC00556,0,0,0,0,0,1
AL032819.1,0,1,4,0,0,1
CA5AP1,0,0,0,0,0,0
C1QL1P1,0,0,0,0,0,0
MMP2-AS1,0,0,0,0,0,0
AC008915.3,144,123,89,39,37,73
AL132657.2,0,0,0,0,0,0
CSPG4P13,0,1,2,10,5,2
AC145350.2,10,10,9,4,2,1
AC068135.2,0,0,0,0,0,0
AC100827.2,0,2,1,0,1,0
AC023825.2,0,1,0,0,0,0
AC132186.1,1,0,0,0,0,0
MTND5P34,0,0,0,0,0,0
AC009090.2,1,0,5,2,5,0
LINC02673,0,0,0,0,0,0
AC113208.3,0,0,0,0,0,0
RARRES2P10,0,0,0,0,0,0
AC020763.1,4,0,0,0,5,2
AC233702.1,0,0,0,0,0,0
AC137761.1,0,0,0,0,0,0
AC091304.2,1,0,0,0,0,0
AC011468.1,2,8,17,35,29,6
MTCYBP28,1,0,1,5,8,1
AC134312.2,0,0,0,0,0,2
AC012508.1,1,0,0,0,0,7
AC105036.2,1,0,0,0,0,0
AC134312.3,0,0,0,0,0,0
AC093249.2,2,1,0,1,7,3
AC090527.3,55,21,0,0,15,20
AC008269.2,0,0,8,0,0,0
LINC01413,0,0,0,0,0,0
AC020779.2,0,0,0,0,0,0
AC111152.3,5,2,3,6,2,2
AC141586.2,0,0,0,0,1,4
AC126696.1,0,0,0,3,0,0
AL162741.1,1,0,0,0,0,1
AC120498.2,0,0,0,0,0,0
AC108097.1,4,0,0,0,0,0
AC023827.1,0,0,0,0,0,0
AC009097.1,0,0,0,4,2,0
LINC02137,0,0,0,0,1,6
PPIAP48,0,0,0,0,0,0
AC002464.1,0,0,0,0,4,0
AL807752.5,1,1,5,0,4,0
LINC02240,0,4,0,0,0,1
LINC02846,5,11,14,11,31,1
AC007496.1,0,0,0,0,4,0
AC124798.1,14,16,20,14,16,20
AC010889.1,0,0,5,1,1,0
AC009102.1,0,0,0,0,0,0
AC141273.1,0,0,0,0,0,0
AL109954.2,0,0,0,0,0,0
AL157831.2,0,0,0,0,0,0
AC105020.2,2,0,0,6,10,1
DUX4L47,0,0,0,0,0,0
AP000842.3,0,0,0,0,0,0
AC139426.1,0,0,0,0,0,0
AL356432.3,0,0,0,0,0,0
AC092718.2,11,2,0,0,1,4
AC104640.1,0,0,0,0,0,0
AC034105.4,0,0,0,0,0,0
CD2BP2-DT,33,29,35,49,75,13
CCDC187,30,78,15,54,155,1
AC099511.1,0,0,0,0,0,0
UBL5P4,0,0,0,0,0,0
AC009119.1,118,129,340,209,209,946
PPIAP51,0,4,0,0,7,1
FRRS1L,1,0,0,0,1,6
KDM7A-DT,131,147,579,461,368,259
PWRN4,0,0,0,0,0,0
ZNRD2-AS1,39,46,118,105,103,27
AC020636.2,0,0,0,0,0,0
AC105020.3,1,0,1,0,2,0
AC099778.1,55,53,176,176,178,23
AC092130.1,0,0,0,0,0,0
PMF1-BGLAP,216,201,149,181,177,87
LINC02533,2,4,4,0,0,0
APOOP5,0,1,0,0,1,0
AC091489.1,0,0,0,0,0,0
AC104083.1,45,49,10,107,95,12
AC000032.1,0,0,5,0,1,2
SUB1P4,0,0,0,0,0,0
AC007608.3,7,10,16,33,43,0
AC092368.1,0,0,0,0,0,0
AC009087.1,0,0,0,0,0,0
AC084262.1,1,2,4,5,3,6
AP000997.3,0,0,0,0,1,0
AC093524.1,0,0,0,0,1,0
AP001063.1,0,0,0,0,0,0
AL035071.1,261,230,336,236,267,293
AC007346.1,0,1,0,1,0,0
LINC02166,23,32,8,27,33,16
SNHG19,18,30,22,67,52,37
AC124944.2,53,95,301,201,210,60
AC139887.3,0,0,0,0,0,0
LINC2194,0,0,0,0,0,0
LINC02562,31,36,24,60,49,65
PPIAP46,3,0,1,0,0,0
AC026471.1,181,170,129,181,185,133
LINC00919,0,0,0,0,0,0
AC105036.3,29,26,35,24,48,24
AL132996.1,0,0,0,1,3,0
AC093525.2,59,18,72,62,124,26
AL359711.2,16,11,14,12,14,20
AC068338.2,86,68,80,59,88,49
AC013565.2,0,0,0,0,0,0
AC022167.2,64,27,38,98,53,50
AC009019.1,0,0,3,5,3,0
AC098818.2,3,1,11,5,6,5
AC137932.1,30,60,122,173,178,56
SLX1B-SULT1A4,170,243,368,278,291,149
ITFG1-AS1,0,0,1,2,1,0
EIF4EBP2P2,0,0,0,0,0,1
TPSP2,0,2,8,7,4,1
AL133367.1,10,9,99,98,126,14
ARMH2,0,0,0,0,0,0
TBC1D3G,0,0,0,0,0,0
AC019294.2,0,2,2,5,9,0
AC093515.1,4,4,2,5,0,1
AC092115.2,6,17,8,7,7,8
FRG2GP,0,0,0,0,0,0
AC106820.4,6,3,2,23,17,5
AC095057.3,0,0,2,10,11,0
ACTG1P16,0,0,2,0,0,0
AP005482.2,6,9,11,3,9,0
AC108206.2,0,0,0,0,0,0
AC009088.2,5,2,24,4,0,4
NTRK3-AS1,0,0,0,0,0,0
AC092375.2,2,5,7,23,9,6
PABPC1P13,0,0,0,0,0,0
AC136428.2,0,0,0,0,0,0
AC027277.2,3,2,2,5,10,0
AC138907.1,0,0,0,2,0,0
AC140658.2,0,0,0,0,0,0
MRC1,0,0,5,0,0,0
AL008727.1,0,0,2,13,16,0
AC009812.4,0,0,18,2,2,3
COX6CP1,0,0,0,0,0,0
AC098657.2,0,0,0,4,0,0
HSPB9,11,11,5,11,5,1
PHBP21,0,1,0,2,0,2
ACTR3BP3,0,0,0,0,0,0
AC104024.2,125,92,200,4,18,82
AC007541.1,4,5,8,46,58,2
AC079148.1,0,0,0,4,0,1
AC010546.1,0,0,0,0,0,0
AC133555.4,3,5,0,2,0,0
AC091544.4,0,4,8,4,22,1
LINC01570,0,0,0,0,0,0
HEXA-AS1,56,57,55,43,23,7
LINC02176,0,0,0,1,0,0
C2orf69P2,0,0,0,0,0,0
AC138811.2,369,460,440,425,383,412
LINC01043,0,0,0,0,0,0
AC133485.1,0,0,0,0,0,0
AC009052.1,2,3,10,0,1,0
MOCS1P1,0,0,0,0,0,0
AP007216.1,0,0,0,0,0,0
AC087190.1,0,0,0,0,0,0
AC012173.1,0,0,0,0,0,0
AC024270.2,0,0,0,0,0,0
AC092287.1,5,4,25,3,9,4
DNM1P34,0,0,0,0,0,0
AL353708.1,7,3,6,21,5,16
AC106028.3,36,36,7,26,25,19
AC007218.1,0,0,0,0,0,0
AC009055.1,0,0,0,0,0,0
AC026803.1,0,2,1,0,2,0
AC109460.1,29,26,58,17,39,19
AC027373.1,11,13,14,0,4,4
AC120024.1,3,0,8,5,0,0
AC215217.1,0,0,0,0,0,0
AC026464.3,37,0,3,17,0,29
AQP4-AS1,43,64,59,117,118,27
AC126323.4,0,0,0,0,0,0
AC083801.2,1,0,11,5,0,0
AC109597.1,0,0,0,1,0,0
AC074052.1,0,0,0,0,0,0
AC007610.3,0,0,0,0,0,0
AC087481.1,2,0,0,0,2,0
AL356961.1,0,0,0,0,0,0
LDC1P,0,0,6,0,3,0
AC009108.2,0,0,0,0,0,0
LINC00562,4,6,7,14,4,5
WBP11P1,2,0,0,0,2,0
AL360014.1,0,0,0,0,0,0
AC022336.2,0,0,0,0,2,0
AC090518.1,0,0,0,0,0,0
AC026462.2,0,0,0,0,0,0
Z92544.1,0,0,0,1,4,0
AC092119.1,1,0,0,0,0,0
AC068700.1,1,0,0,3,0,1
AC100756.1,0,0,0,0,0,0
AL513534.3,4,0,0,22,9,1
AP002761.4,117,110,241,193,177,235
AC133485.2,0,0,0,2,0,0
AC120498.3,0,0,1,0,0,0
AC110079.1,123,105,290,182,214,126
AC109446.1,0,0,0,0,0,0
AC009852.1,0,0,0,0,0,0
AC012414.4,3,10,2,4,3,1
AC040169.2,0,0,1,0,0,0
AL353746.1,0,0,0,0,0,0
AC025279.2,0,0,2,6,2,0
AC138869.1,0,0,0,0,0,0
AL096828.2,0,0,0,0,0,0
AC092127.1,0,0,0,2,0,0
AL023284.4,1,4,5,12,6,3
AC138869.2,0,0,0,0,0,0
LINC02182,0,0,0,4,0,0
Z97205.2,0,0,0,0,0,0
LINC02367,1,2,8,3,0,11
AL031709.1,0,4,0,0,0,0
AC008060.4,0,0,0,0,0,0
AGGF1P9,0,0,0,0,0,0
SCX,5,3,2,4,1,5
AC099518.1,0,0,11,4,1,18
AC074051.2,0,0,0,0,0,0
LINC01917,8,4,1,29,31,2
AC093525.3,0,2,13,20,9,1
AC018552.1,0,0,0,0,0,0
LMF1-AS1,12,8,31,22,41,2
LINC01544,0,4,0,0,0,0
AC020978.2,1,1,1,0,0,0
ATP2A1-AS1,4,2,3,0,0,5
AC127455.1,0,0,1,0,0,0
AC138749.2,0,0,0,0,0,0
AC011904.1,0,0,0,0,0,0
AC009065.4,4,1,1,5,3,0
LCMT1-AS1,8,7,10,5,9,13
LINC02134,0,0,0,0,0,0
GEMIN8P2,0,0,0,0,0,0
TPRKBP2,2,2,2,4,1,1
AL355607.2,0,1,0,0,0,1
NBAT1,0,3,0,2,0,2
C16orf95,108,137,43,76,67,74
AC027458.1,0,0,0,0,0,0
KCNJ18,0,3,6,5,4,9
FTLP14,75,67,105,50,33,34
AL365181.1,0,0,0,3,0,0
AL133355.1,0,3,3,6,9,2
AL049796.1,3,8,7,19,30,8
AC018557.1,7,0,0,22,22,49
AC126696.2,1,0,0,0,0,7
AC018552.2,0,0,0,0,0,0
LINC01290,1,3,0,3,17,1
INSYN1-AS1,0,2,0,0,0,0
AC023794.7,0,0,0,3,0,0
PPIAP49,0,3,0,0,1,1
AC074050.1,0,0,0,0,0,0
AC068987.2,0,0,0,0,0,0
AL353719.1,4,4,9,12,12,11
AC104794.4,0,0,0,0,0,0
LINC01584,0,0,0,0,0,0
AC007333.1,0,0,0,0,0,0
AC009145.1,0,0,0,0,0,0
C2orf69P4,0,0,0,0,0,0
AC008870.2,0,0,1,17,7,0
AC015720.2,0,0,0,0,0,0
AC131902.1,0,0,0,0,0,0
AC116348.3,1,0,1,0,0,0
AC007216.1,3,3,3,3,5,1
MYL12BP1,3,3,10,2,0,6
CISTR,0,0,0,2,3,0
AC011773.4,1,2,7,9,20,0
AC002310.3,0,5,2,0,4,4
AC009148.1,14,2,16,16,24,2
AC009041.1,3,0,0,0,4,0
AC141846.1,0,0,0,0,0,0
AC126696.3,0,0,2,0,0,0
AC010336.2,0,0,0,5,6,0
AC010551.1,0,0,0,0,2,1
AC096644.3,0,0,0,0,0,0
AC133919.1,0,1,0,0,1,0
AL590787.1,5,0,3,5,3,6
AC004381.1,2,4,0,2,1,0
AC009145.2,0,0,0,0,0,0
